DE;EN;DA;ES;CS;SV;
Form Eingabe;Enter shape;-;-;-;Mata in form;
Form eingeben;Input mold;-;-;-;-;
Format;Format;-;-;-;Format;
Formen;Molds;-;-;-;Former;
Fortlaufende Nr. auf Palettenetikett;Continuos no. on Palett label;-;-;-;Fortlöpande nr på palletikett;
Fortschrittsanzeige;Progress Indicator;-;-;-;Framstegsindikering;
FP;PS;-;-;-;FP;
FP Stand Alone ohne MDE-Anbindung;PS stand alone without RTM connection;-;-;-;FP stand alone utan MDE-förbindelse;
FP/MDE;PS/RTM;-;-;-;FP/MDE;
FP/MDE/WS;PS/RTM/PM;-;-;-;FP/MDE/WS;
FP/MDE/WS/Controlling;PS/RTM/PM/PR;-;-;-;FP/MED/WS/controlling;
Fr;Fri;-;-;-;Fr;
FR;Fri;-;VI;-;Fr;
Frau;Ms;-;-;-;Fru;
Frei;Range;Fri;-;-;Fri;
frei definieren;freely defined;frit defineret;-;-;-;
Frei definiert;Freely defined;Frit defineret;-;-;Fritt definerat;
Freie Kapazität;Free capacity;-;-;-;Fri kapacitet;
freie Pers-Kapazität;Idle labor capacity;-;-;-;fri personalkapacitet;
Freigabe;Release;-;-;-;Frisläppning;
Freigabe aufheben;Cancel release;-;-;-;Upphäv frisläppning;
Freigabe Erststück;Release first part;-;-;-;Frisläppning första styck;
Freigabe Taster;Release traces;Frigivetaste;Desbloquear las teclas;-;Frisläppningstangent;
Freigabe-Nr. OK;Release No OK;-;-;-;Frisläppningsnr. ok;
Freigabetaster;Push button release;-;-;-;Frisläppningstangent;
Freigeben;Release;-;-;-;Frisläppning;
freigeben;release;-;-;-;frisläppa;
freigegeben;released;Frigivet;Permitido;-;frisläppt;
Freischaltungscode;Activation Code;-;-;-;Frisläppningskod;
Freitag;Friday;Fredag;Viernes;-;Fredag;
Fremdmaterial;External material;Fremmedmateriale;-;-;Främmande material;
Frueheste Start;Earliest start;-;-;-;Tidigaste start;
Früheste Start;Earliest start;-;-;-;Tidigaste start;
Frühschicht;Early shift;Dagsskift;-;-;Dagskift;
FTP Server;FTP Server;-;-;-;FTP-server;
Funktion durchgeführt: TPM_Korrektur_Durchlauf;Function processed: TPM correction throughput;-;-;-;Funktion utförd: TPM_korrigeringskörning;
Funktion durchgeführt: TPM_Korrektur_Zeit;Function processed: TPM correction time;-;-;-;Funktion utförd: TPM_korrigeringstid;
Funktion durchgeführt: TPM_Stillog_Korrektur;Function processed: TPM DT log correction;-;-;-;Funktion utförd: TPM_still-logg_korrigering;
Funktion Ok;Function OK;-;-;-;Funktion ok;
Funktionen;Functions;Funktioner;-;-;Funktioner;
für;for;-;-;-;för;
Für aktuelle Woche einteilen;Classify for current week;-;-;-;Indela för aktuell vecka;
Für aktuellen Monat einteilen;Classify for current month;-;-;-;Indela för aktuell månad;
Für aktuellen Tag einteilen;Classify foe current day;-;-;-;Indela för aktuell dag;
Für Artikel;For part;-;-;-;För vara;
Für den Artikel;For the part;Til det emne;-;-;för varan;
Für diese Maschine gibt es bereits ein BDE-Order mit dieser Bezeichnung;This machine already has a BDA-job with this description;For den aktuelle maskine findes der allerede en VDO-ordre med samme navn;-;-;För denna maskin existerar redan ett BDE-uppdrag med denna beteckning;
für Maschine;for machine;-;-;-;för maskin;
Für min. eine Maschine existiert bereits ein Auftrag mit dieser Bezeichnung;This job exists on at least one machine;For mindst en maskine findes der allerede en ordre med samme navn;-;-;För minst en maskin existerar redan ett uppdrag med denna beteckning;
g;g;-;-;-;g;
G - geplant aus Grobplanung für Maschine;G – scheduled from raw scheduler for machine;-;-;-;G - planerad ur grovplaneringen för maskin;
g / Teil;g / Part;-;-;-;-;
Garantie bis;Warrenty until;-;-;-;Garanti tills;
Garantie Ende;Guarantee ends;Garanti slut;-;-;Garanti slut;
GARANTIEDAT;WARENTY;-;-;-;-;
Geben Sie an, in welchem Intervall der Termin wiederholt werden soll;Enter, in how many intervals the date is to be repeated;Vær venlig at indtaste gentagelsestidsrummet mellem ordrene;Indique en qué intervalo debe repetirse el plazo;-;Ange i vilket intervall terminen skall upprepas;
Geben Sie an, wer den Job erledigt hat;Enter the labor who has carried out the job;Vær venlig at indtaste hvem der har udført jobet;Indique quién ha ejecutado la tarea;-;Ange vem som har utfört jobbet;
Geben Sie an, wer die Info erhalten soll;Enter the labor that is to recieve the information;Vær venlig at indtaste infomodtageren;Indique quién debe recibir la información;-;Ange vem som skall erhålla informationen;
Geben Sie bitte eine Schrittweite an;enter a step size;-;-;-;Ange en steglängd;
Geben Sie bitte eine Startadresse an;Enter a start adress;-;-;-;Ange en startadress;
Geben Sie bitte einen Datenbaustein an;Enter a data module please;-;-;-;Ange en datamodul;
Geben Sie das Gewicht / Verpackungseinheit an;Enter the weight/ package unit;Vær venlig at indtaste emballageenhedens vægt;Indique el peso / unidad de embalaje;-;Ange vikt / förpackningsenhet;
Geben Sie den Lagerplatz an;Enter a storage place;Vær venlig at indtaste en lagerlokation;Indique el depósito;-;Ange lagerort;
Geben Sie den neuen Namen ein;Enter the new name;-;-;-;Mata in det nya namnet;
Geben Sie den Sollwert ein;Enter the set value;Vær venlig at indtaste en bør-værdi;Introduzca el valor débito;-;Mata in bör-värdet;
Geben Sie die Anzahl der Einheiten an;Enter the number of units;Vær venlig at indtaste antal enheder;Indique el número de unidades;-;Ange antalet enheter;
Geben Sie die Kartons pro Palette an;Please input the no of boxes per palet;-;-;-;-;
Geben Sie die Menge an, die ausgebucht werden soll;Enter the amount to be written off;Vær venlig at indtaste mængden som skal bookes ud;Indique la cantidad que debe ser vendida;-;Ange mängden som skall bokas ut;
Geben Sie die Order-Bezeichnung ein;Enter an order description;Vær venlig at indtaste ordrenavnet;-;-;Mata in uppdragsbeteckningen;
Geben Sie die Sollmenge ein;Enter the quantity;Vær venlig at indtaste en bør-mængde;Introduzca la cantidad débito;-;Mata in bör-mängden;
Geben Sie die Stückzahl pro Karton an;Input parts per box;-;-;-;-;
Geben Sie die Taktzeit ein;Enter the cycle time;Vær venlig at indtaste en cyklistid;Introduzca el intervalo;-;Mata in takttiden;
Geben Sie ein Datenbaustein an;enter a data module;-;-;-;-;
Geben Sie ein Layout ein;Enter a layout;-;-;-;Mata in en layout;
Geben Sie ein Start Merkerbyte ein;enter a start remember byte;-;-;-;Mata in en start-markeringsbyte;
Geben Sie ein Startwert an;enter a start value;-;-;-;Ange ett startvärde;
Geben Sie eine Bezeichnug an;Enter a description;Vær venlig at indtaste en betegnelse;Indique una denominación;-;Ange en beteckning;
Geben Sie eine Bezeichnung an;Enter a description;-;-;-;Ange en beteckning;
Geben Sie eine Bezeichnung ein;Enter a description;Vær venlig at indtaste en betegnelse;Introduzca una denominación;-;Mata in en beteckning;
Geben Sie eine Bitzahl zw. 0 und 7 ein;Enter a bit amount between 0 and 7;-;-;-;Mata in ett bit-tal mellan 0 och 7;
Geben Sie eine Chargen-Nr. ein;Enter a batch no.;Vær venlig at indtaste et partinummer;Introduzca un número de clase;-;Mata in lott-numret;
Geben Sie eine Farbe ein;Enter a color;Vær venlig at indtaste en farve;Introduzca un color;-;Mata in en färg;
Geben Sie eine Gruppenbezeichnung an;Enter the group description;-;-;-;Ange en gruppbeteckning;
Geben Sie eine gültige Bezeichnung ein;Enter a valid description;Vær venlig at indtaste en gyldig betegnelse;Introduzca una denominación válida;-;Mata in en giltig beteckning;
Geben Sie eine gültige Personalnummer ein;Enter a valid labor no;Vær venlig at indtaste et gyldigt personalnimmer;Introduzca un número personal válido;-;Mata in ett giltigt personalnummer;
Geben Sie eine Maschine an;Enter a machine;-;-;-;Ange en maskin;
Geben Sie eine Materialnummer ein;Enter a material no;Vær venlig at indtaste et materialnummer;Introduzca un número de material;-;Mata in ett materialnummer;
Geben Sie eine neue Gruppenbezeichnung ein;Enter a new group description;-;-;-;Mata in en ny gruppbeteckning;
Geben Sie eine Schrittweite ein;Enter a step size;-;-;-;Mata in en steglängd;
Geben Sie eine Vorwarnung ein;Enter a pre-warning;Vær venlig at indtaste advarselsværdi;-;-;Mata in en förvarning;
Geben Sie einen Namen ein;Enter a name;Vær venlig at indtaste et navn;Introduzca un nombre;-;Mata in ett namn;
Geben Sie einen Sollwert ein;Enter the set value;Vær venlig at indtaste en bør-værdi;-;-;Mata in ett bör-värde;
Geben Sie nun eine neue Gruppen Bezeichnung an;Enter a new group description;-;-;-;Ange nu en ny gruppbeteckning;
Geben Sie zum Beenden den EXIT-Code ein;To exit enter EXIT-code;Indtast EXIT-kode for at lukke;-;-;Mata in EXIT-koden för att avsluta;
geblockt;blocked;-;-;-;-;
gebuch.Menge;Booked parts;-;-;-;bokad mängd;
gebucht;booked;-;-;-;-;
gebucht werden;Is booked;-;Reservar;-;har bokats;
Gebuchte Menge;Booked parts;-;-;-;Bokad mängd;
Gebuchte schützen;Safe booked parts;-;Booked safeguards;-;Skydda bokade;
gedruckt;printed;-;-;-;utskrivet;
Gedruckt;Printed;-;-;-;Utskrivet;
Geht;Stop;Går;Va;-;Går;
Gehtstr;Stopstr;-;-;-;-;
gelb;yellow;-;-;-;-;
geloescht;deleted;-;-;-;raderat;
gelöscht;deleted;-;-;-;raderat;
gelöscht aus ERPExport;Deleted from ERP export;-;-;-;raderad ur ERP export;
gelöscht aus ERPImport;Deleted from ERP import;-;-;-;raderad ur ERP import;
gelöscht aus Importpuffer;deleted from import buffer;-;-;-;raderad ur import buffert;
gelöscht werden;be deleted;-;-;-;raderas;
gelöschte Daten in Datei schreiben;Write deleted data in file;-;-;-;skriv raderad data till fil;
gem. [s;avg. [s;-;-;-;-;
gem. Ist;avg. cycle;-;-;-;-;
gem. Ist-Takt;avg. ACT-cycle;-;-;-;-;
Gepackte Artikel Auftrag;Packed Parts Order;-;-;-;Packad vara uppdrag;
Gepackte Artikel Auftrag/Schicht;Packed Parts Order/Shift;-;-;-;Packad vara uppdrag / skift;
Gepackte Artikel gesamt;Packed Parts Total;-;-;-;Packad vara totalt;
Gepackte Artikel Schicht;packed parts shift;-;-;-;Packad vara skift;
gepl;sched;-;-;-;-;
gepl. Ende;scheduled date job ending;Planlagt slut;scheduled job end;Plánovaný konec;plan. slut;
Gepl. Kapazität;Sched. Cap.;-;-;-;-;
gepl. Laufzeit;scheduled run time;Planlagt løbetid;-;-;plan. löptid;
gepl. Menge in kg;Scheduled quantity in Kg;-;-;-;plan. mängd i kg;
gepl. Start;scheduled job start;Planlagt start;-;-;plan. start;
Gepl. Still;Sched. DT;-;-;-;Plan. still.;
gepl. Still;sched. DT;-;-;-;-;
gepl. Still. [h;Sched. DT[h;-;-;-;-;
Gepl. Stillst;sched. DT;-;-;-;Plan. stillest.;
Gepl. Stillstand;Sched. downtime;-;-;-;Plan. stillestånd;
gepl. Stillstand;sched. downtime;-;-;-;-;
gepl. Stillstände;sched. Downtimes;-;-;-;-;
gepl./fest;scheduled/fixed;-;-;-;plan./fixerad;
Gepl.Still;Sched.DT;-;-;-;-;
geplant;sched.;Planlagt;Planeado;-;planerat;
Geplant;Sched.;Planlagt;Planeado;-;Planerat;
Geplant [min;Scheduled [min;Planlagt [min;-;-;Planerat [min;
geplant in;scheduled in;-;-;-;planerat den;
Geplante Aufträge;Scheduled jobs;Planlagte ordrer;-;-;Planerade uppdrag;
geplante Aufträge;scheduled jobs;Planlagte ordrer;-;-;planerade uppdrag;
Geplante Aufträge werden terminiert;Scheduled jobs will be timed;-;-;-;Planerade uppdrag termineras;
Geplante Schicht löschen;Delete shift;Vil du slætte skiftet;Desea eliminar turno;-;Vill radera skift;
geplante Stillstände;scheduled downtimes;-;-;-;planerade stillestånd;
geplanter Stillstand;scheduled downtime;-;Bloqueo previsto;-;planerat stillestånd;
Geprüft;Checked;Testet;-;-;Kontrollerad;
geprüft;checked;Prøvet;-;-;testat;
Geprüfte Artikel Auftrag;Checked Parts Order;-;-;-;Kontrollerade varor uppdrag;
Geprüfte Artikel Auftrag/Schicht;Checked Parts Order/Shift;-;-;-;Kontrollerade varor uppdrag / skift;
Geprüfte Artikel gesamt;Checked Parts Total;-;-;-;Kontrollerade varor totalt;
Geprüfte Artikel Schicht;Checked Parts Shift;-;-;-;Kontrollerade varor skift;
gerüstet;set up;-;-;-;riggat;
ges;tot;-;-;-;-;
Ges. Kapazität;Tot. capacity;-;-;-;Tot. kapacitet;
Ges. Paletten;Sum. Pallets;-;-;-;-;
ges. Still. [h;Total DT[h;-;-;-;-;
Ges. Stillst;Total DT;-;-;-;Tot. stillest.;
Ges. Stillstand;Total downtime;Total stilstandstid;-;-;Tot. stillestånd;
Ges.Still.[h;Total DT [h;-;-;-;-;
Ges.Stillst;Total DT;-;-;-;-;
Gesamt;Total;Samlet;-;Celkem;Totalt;
GESAMT;TOTAL;-;-;-;-;
gesamt;total;-;-;-;-;
Gesamt Ende;Estimat. end;-;-;-;Totalt slut;
gesamt Kap;Total capacity;-;-;-;total kap;
Gesamt Still;Total DT;-;-;-;Totalt still.;
Gesamt-Einsatzdauer;Total operating time;Total-indsatstid;-;-;Total insatstid;
Gesamtbedarf;Total demand;-;-;Celková potreba;Totalt behov;
Gesamtbestand;Complete stock;Totalbeholdning;-;Celkový pocet;Totalt bestånd;
Gesamtdauer Wartung;Total repair time;Total rep.tid;-;Celková doba údržby;Total reparationstid;
Gesamte Laufzeit > Schicht;Total runtime > shift;-;-;-;-;
Gesamtkap;Total capacity;-;-;-;Total kapacitet;
Gesamtkapazität;Total capacity;-;-;-;-;
Gesamtlaufzeit;Total runtime;Total løbetid;-;-;Total löptid;
Gesamtmenge zu gross! Prüfen Sie Ihre Eingaben;Sum Quantity / Please check your inputs;-;-;-;-;
Gesamtstandzeit;Total life time;-;-;-;-;
Gesamtstillstand;Summary Downtime;-;-;-;Total stilleståndstid;
Geschw;Speed;Hastighed;-;-;Hastigh.;
gesendet;sent;-;-;-;-;
gespeichert;saved;-;-;-;-;
gesperrt;locked;-;-;-;spärrat;
Gesperrt;Locked;-;-;-;-;
Gesperrter Zeitraum für Einrichtung;Locked period for setting up;-;-;-;Spärrad period för justering;
gestartet;started;Er startet;-;-;startat;
Gestartet am;Started on;Startet den;-;-;Startat den;
gewählte Maschinen;selected machine;-;-;-;vald maskin;
Gewicht;Weight;-;-;-;Vikt;
Gewicht [g;Weight [g;-;-;-;-;
Gewicht / Einheit [kg;Weight/unit [kg;Vægt / enhed [kg;-;-;Vikt / enhet [kg;
GewichtSum;Weight sum;-;-;-;Total vikt;
global;global;-;-;-;global;
Global;Global;-;-;-;Global;
Globale Angaben;global;-;-;-;-;
Globale Einstellungen;Global setups;-;-;-;Globala inställningar;
Globales Signal (gilt für alle Maschinen (BSP Schichtwechsel;Global signal ( all machines ( e.g. shift change;-;-;-;Global signal (gäller för alla maskiner (ex skiftbyte;
Good;Good;-;-;-;God;
Grafik;Graphic;Grafik;-;-;Grafik;
Grafik Schicht;Graphic shift;-;-;-;Grafik skift;
Grafik Stichproben;Graphic samples;-;-;-;Grafik stickprov;
Grafische Anzeige;Graphical display;-;-;-;-;
Grafische Feinplanung;Graphic production scheduler;-;-;-;Grafisk finplanering;
Grafische Pareto-Analyse;Graphic pareto analysis;-;-;-;Grafisk pareto-analys;
Grafische Planung;Graphic production scheduler;Grafisk plan;-;Grafický náhled;Grafisk planering;
Grafische Planung abspeichern;Save graphic production scheduler;Gem grafisk plan;-;Grafický náhled uložit;Spara grafisk planering;
Grafische Planung drucken;Print graphic production scheduler;-;-;Grafický náhled vytisknout;Skriva ut grafisk planering;
Graphische Pareto-Analyse;Graphic pareto analysis;Grafisk paretoanalyse;-;Paretova analýza graficky;Grafisk pareto-analys;
Gravur;Engraving;Gravering;-;-;Gravyr;
Grids;Grids;-;cuadrícula;-;Grids;
Grob Solllaufzeit berechnen;Calculate set runtime;-;-;-;Beräkna bör-löptiden grovt;
Größe;Size;-;-;-;Storlek;
Große Buchstaben in Auftragseingabe;Capital letters when entering job;-;-;-;Stora bokstäver för inmatning av uppdrag;
große Darstellung;large view;-;-;-;-;
Großer Report;large report;-;-;-;Stor rapport;
grün;green;-;-;-;-;
Grund;Reason;-;-;Duvod;Orsak;
Grund [h/min;code  [h/min;-;-;-;-;
Grund-Nr;#Reason;-;-;-;-;
Grundeinstellung;Basic setting;Basisindstilling;-;-;Grundinställning;
Grundeinstellungen;Basic settings;Basissetup;-;-;Grundinställningar;
Grundeinstellungen Maschinen und Signale;Basic settings machines and signals;-;-;-;Grundinställningar maskin och signaler;
Grundeinstellungen Signale;Basic settings signal;-;-;-;Grundinställningar signaler;
Grundeinstellungen vornehmen... (INCLUDIS Module / Funktionen;make default modifications... (INCLUDIS modules / functions;-;-;-;Utför grundinställningar ... (INCLUDIS moduler / funktioner;
Grundfarbe;Basic color;Basisfarve;-;-;Grundfärg;
Grundmaterial;Basic material;Grundmateriale;-;-;Grundmaterial;
Grundzyklus;Base cycle;-;-;-;-;
Gruppe;Group;Gruppe;-;-;Grupp;
Gruppe bearbeiten;Edit Group;-;-;-;Redigera grupp;
Gruppe einfügen;Insert group;-;-;-;-;
Gruppe eingeben;Enter group;-;-;-;Mata in grupp;
Gruppe hat keine Maschinen;Group has no machines;-;-;-;-;
Gruppe hat mehr als 12 Maschinen;Group has mre than 12 machines;-;-;-;-;
Gruppe löschen;Delete group;-;-;-;Radera grupp;
Gruppe neu;new group;-;-;-;Ny grupp;
Gruppe nicht leer;group not empty;-;-;-;Grupp ej tom;
Gruppe umbenennen;Rename group;-;-;-;Obenämn grupp;
Gruppe Werkskalender;Group plant calendar;-;-;-;-;
Gruppen oder Standorte haben keine Maschinen zugeordnet;Machinegroups or location without machines;-;-;-;Grupper eller positioner har ej tilldelats maskin;
Gruppen- und Standortzuordnungen;Group- and location allocation;-;-;-;Grupp- och positionstillordningar;
Gruppenbezeichnung;Group description;Grundbetegnelse;-;-;Gruppbeteckning;
Gruppenbezeichnung ändern;Change group description;-;-;-;Ändra gruppbeteckning;
Gruppenfilter;Group filter;-;-;-;Gruppfilter;
GRUPPENID;GROUP_ID;-;-;-;-;
Gruppenname existiert als Standort;Groupname exists as location;-;-;-;Gruppnamn existerar som position;
Gruppenname existiert schon;Groupname exists already;-;-;-;Gruppnamn existerar redan;
Gruppenzuordnung;Group allocation;-;-;-;Grupptillordning;
gültige Personalnummer eingeben;Input valid labor no;-;-;-;mata in giltigt personalnummer;
GußKz;Cast;-;-;-;GjutKT;
Gut;Good;-;-;-;-;
Gut [Stk;Good [pcs;-;-;-;-;
Gutmenge;Good parts;-;-;-;-;
Gutmenge buchen;Book good parts;-;-;-;-;
Gutmenge ges;Good parts total;-;-;-;-;
h;h;-;-;-;h;
h/min;h/min;-;-;-;-;
Halbautomat;Semi autom.;-;-;-;Halvautomat;
HALBAUTOMAT;SEMIAUTOMATIC;-;-;-;HALVAUTOMAT;
Halbautomatik;Semi automatic system;Halvautomatisk;-;-;Halvautomatisk;
Halbautomatische Maschinen;Semi automatic machines;-;-;-;Halvautomatiska maskiner;
Hallendarstellung;Shop floor overview;-;-;-;Hallvy;
Hallenplan;Shop floor overview;Plan over haller;Plan de nave;-;Hallplan;
Hallenspiegel;Shop floor overview;-;Nave de etiquetado;-;Hallspegel;
Hallenspiegel (bunt;Shop floor overview (colored;-;-;-;Hallspegel (färgad;
Hallenspiegel Einstellungen;Shop floor overview setup;-;-;-;-;
HALLENSPIEGEL_SORT;SHOP FLOOR SORT;-;-;-;-;
Hand / Automatik;Manual / Automatic;-;-;-;Manuellt / automatiskt;
HANDAUTO;MANAUTO;-;-;-;MANAUTO;
Handypacker;Handypacker;-;-;-;Handypacker;
hat keine Störung;has no downtime;-;Has no malfunction;-;har ingen störning;
Hauptgruppe;Main group;Hovedgruppe;-;-;Huvudgrupp;
Heizung;Heating;-;-;-;-;
Heizung ist noch angeschaltet;Heating is still switched on;-;-;-;-;
Heizungseinstellungen;Heatingsettings;-;-;-;-;
Heizzone;Heating zone;Varmezone;-;-;Värmezon;
Help;Help;Hjælp;-;-;Hjälp;
Herr;Mr;-;-;-;Herr;
HERSTELLER;VENDOR;-;-;-;TILLVERKARE;
